Threat,Vector,Date,User,Source,Action,Size,Attatchments
1,2,10/04/2010 08:51,JJM0203,PC-0148,Connect,,
1,2,10/04/2010 08:51,JJM0203,PC-0148,Disconnect,,
1,2,10/04/2010 09:11,JJM0203,PC-0148,Connect,,
1,2,10/04/2010 09:25,JJM0203,PC-0148,Disconnect,,
1,2,10/04/2010 13:39,JJM0203,PC-0148,Connect,,
1,2,10/04/2010 13:39,JJM0203,PC-0148,Disconnect,,
1,2,10/04/2010 14:29,JJM0203,PC-0148,Connect,,
1,2,10/04/2010 14:45,JJM0203,PC-0148,Disconnect,,
1,2,10/04/2010 14:58,JJM0203,PC-0148,Connect,,
1,2,10/04/2010 15:02,JJM0203,PC-0148,Disconnect,,
1,2,10/04/2010 17:03,JJM0203,PC-0148,Connect,,
1,2,10/04/2010 17:13,JJM0203,PC-0148,Disconnect,,
1,2,10/07/2010 11:01,JJM0203,PC-0148,Connect,,
1,2,10/07/2010 11:14,JJM0203,PC-0148,Disconnect,,
1,2,10/07/2010 11:15,JJM0203,PC-0148,Connect,,
1,2,10/07/2010 11:27,JJM0203,PC-0148,Disconnect,,
1,2,10/07/2010 14:09,JJM0203,PC-0148,Connect,,
1,2,10/07/2010 14:41,JJM0203,PC-0148,Disconnect,,
1,2,10/07/2010 14:43,JJM0203,PC-0148,Connect,,
1,2,10/07/2010 15:22,JJM0203,PC-0148,Disconnect,,
1,2,10/07/2010 15:33,JJM0203,PC-0148,Connect,,
1,2,10/07/2010 15:44,JJM0203,PC-0148,Disconnect,,
1,2,10/07/2010 16:04,JJM0203,PC-0148,Connect,,
1,2,10/07/2010 16:20,JJM0203,PC-0148,Disconnect,,
1,2,10/12/2010 11:13,JJM0203,PC-0148,Connect,,
1,2,10/12/2010 11:18,JJM0203,PC-0148,Disconnect,,
1,2,10/12/2010 11:26,JJM0203,PC-0148,Connect,,
1,2,10/12/2010 11:29,JJM0203,PC-0148,Disconnect,,
1,2,10/12/2010 12:25,JJM0203,PC-0148,Connect,,
1,2,10/12/2010 12:35,JJM0203,PC-0148,Disconnect,,
1,2,10/12/2010 12:51,JJM0203,PC-0148,Connect,,
1,2,10/12/2010 12:59,JJM0203,PC-0148,Disconnect,,
1,2,10/12/2010 16:06,JJM0203,PC-0148,Connect,,
1,2,10/12/2010 16:07,JJM0203,PC-0148,Disconnect,,
1,2,10/14/2010 08:55:21,JJM0203,PC-0148,Connect,,
1,2,10/14/2010 08:57:06,JJM0203,PC-0148,Disconnect,,
1,2,10/14/2010 09:11:55,JJM0203,PC-0148,Connect,,
1,2,10/14/2010 09:31:35,JJM0203,PC-0148,Disconnect,,
1,2,10/14/2010 12:10:15,JJM0203,PC-0148,Connect,,
1,2,10/14/2010 12:28:39,JJM0203,PC-0148,Disconnect,,
1,2,10/14/2010 13:25:12,JJM0203,PC-0148,Connect,,
1,2,10/14/2010 13:54:06,JJM0203,PC-0148,Disconnect,,
1,2,10/14/2010 14:16:05,JJM0203,PC-0148,Connect,,
1,2,10/14/2010 14:46:24,JJM0203,PC-0148,Disconnect,,
1,2,10/14/2010 16:53:51,JJM0203,PC-0148,Connect,,
1,2,10/14/2010 16:54:05,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 07:21:56,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 07:25:48,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 10:14:56,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 10:21:33,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 12:17:11,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 12:19:05,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 14:16:09,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 15:15:22,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 15:20:47,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 15:46:18,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 16:07:40,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 16:37:06,JJM0203,PC-0148,Disconnect,,
1,2,10/19/2010 16:57:56,JJM0203,PC-0148,Connect,,
1,2,10/19/2010 17:04:21,JJM0203,PC-0148,Disconnect,,
1,2,12/22/2010 08:23:31,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 08:36:57,KRL0501,PC-7206,Disconnect,,
1,2,12/22/2010 09:25:43,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 09:28:42,KRL0501,PC-7206,Disconnect,,
1,2,12/22/2010 10:29:40,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 11:32:06,KRL0501,PC-7206,Disconnect,,
1,2,12/22/2010 12:38:58,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 12:50:16,KRL0501,PC-7206,Disconnect,,
1,2,12/22/2010 12:56:30,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 13:17:38,KRL0501,PC-7206,Disconnect,,
1,2,12/22/2010 13:49:08,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 14:28:56,KRL0501,PC-7206,Disconnect,,
1,2,12/22/2010 15:45:46,KRL0501,PC-7206,Connect,,
1,2,12/22/2010 15:58:17,KRL0501,PC-7206,Disconnect,,
1,2,12/27/2010 09:02:20,KRL0501,PC-7206,Connect,,
1,2,12/27/2010 09:26:08,KRL0501,PC-7206,Disconnect,,
1,2,12/27/2010 09:57:55,KRL0501,PC-7206,Connect,,
1,2,12/27/2010 10:05:14,KRL0501,PC-7206,Disconnect,,
1,2,12/27/2010 10:59:37,KRL0501,PC-7206,Connect,,
1,2,12/27/2010 11:14:59,KRL0501,PC-7206,Disconnect,,
1,2,12/27/2010 11:39:43,KRL0501,PC-7206,Connect,,
1,2,12/27/2010 12:04:32,KRL0501,PC-7206,Disconnect,,
1,2,12/27/2010 13:26:33,KRL0501,PC-7206,Connect,,
1,2,12/27/2010 13:27:13,KRL0501,PC-7206,Disconnect,,
1,2,12/27/2010 15:47:13,KRL0501,PC-7206,Connect,,
1,2,12/27/2010 16:56:38,KRL0501,PC-7206,Disconnect,,
1,2,12/28/2010 09:13:47,KRL0501,PC-7206,Connect,,
1,2,12/28/2010 09:26:13,KRL0501,PC-7206,Disconnect,,
1,2,12/28/2010 11:09:38,KRL0501,PC-7206,Connect,,
1,2,12/28/2010 12:59:49,KRL0501,PC-7206,Disconnect,,
1,2,12/28/2010 13:48:17,KRL0501,PC-7206,Connect,,
1,2,12/28/2010 13:53:37,KRL0501,PC-7206,Disconnect,,
1,2,12/28/2010 14:21:36,KRL0501,PC-7206,Connect,,
1,2,12/28/2010 14:50:26,KRL0501,PC-7206,Disconnect,,
1,2,12/28/2010 15:01:17,KRL0501,PC-7206,Connect,,
1,2,12/28/2010 15:46:03,KRL0501,PC-7206,Disconnect,,
1,2,12/30/2010 10:58:50,KRL0501,PC-7206,Connect,,
1,2,12/30/2010 11:20:35,KRL0501,PC-7206,Disconnect,,
1,2,12/30/2010 11:21:05,KRL0501,PC-7206,Connect,,
1,2,12/30/2010 11:23:18,KRL0501,PC-7206,Disconnect,,
1,2,12/30/2010 11:26:09,KRL0501,PC-7206,Connect,,
1,2,12/30/2010 11:31:44,KRL0501,PC-7206,Disconnect,,
1,2,12/30/2010 15:31:08,KRL0501,PC-7206,Connect,,
1,2,12/30/2010 15:34:28,KRL0501,PC-7206,Disconnect,,
1,2,12/30/2010 16:16:36,KRL0501,PC-7206,Connect,,
1,2,12/30/2010 16:28:29,KRL0501,PC-7206,Disconnect,,
1,2,12/30/2010 16:31:55,KRL0501,PC-7206,Connect,,
1,2,12/30/2010 16:44:54,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 08:34,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 08:46,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 09:52,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 09:55,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 10:39,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 10:48,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 13:42,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 13:56,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 14:41,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 14:52,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 15:09,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 15:36,KRL0501,PC-7206,Disconnect,,
1,2,01/05/2011 16:35,KRL0501,PC-7206,Connect,,
1,2,01/05/2011 16:55,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 08:33,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 08:39,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 08:55,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 09:00,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 10:21,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 10:46,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 10:51,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 11:29,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 12:43,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 12:47,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 14:44,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 14:54,KRL0501,PC-7206,Disconnect,,
1,2,01/06/2011 15:53,KRL0501,PC-7206,Connect,,
1,2,01/06/2011 16:16,KRL0501,PC-7206,Disconnect,,
1,2,01/19/2011 09:52:57,KRL0501,PC-7206,Connect,,
1,2,01/19/2011 09:55:04,KRL0501,PC-7206,Disconnect,,
1,2,01/19/2011 10:00:09,KRL0501,PC-7206,Connect,,
1,2,01/19/2011 11:08:47,KRL0501,PC-7206,Disconnect,,
1,2,01/19/2011 11:42:22,KRL0501,PC-7206,Connect,,
1,2,01/19/2011 12:09:01,KRL0501,PC-7206,Disconnect,,
1,2,01/19/2011 13:30:10,KRL0501,PC-7206,Connect,,
1,2,01/19/2011 13:32:09,KRL0501,PC-7206,Disconnect,,
1,2,01/19/2011 15:35:08,KRL0501,PC-7206,Connect,,
1,2,01/19/2011 16:02:47,KRL0501,PC-7206,Disconnect,,
1,2,01/19/2011 16:25:58,KRL0501,PC-7206,Connect,,
1,2,01/19/2011 17:06:28,KRL0501,PC-7206,Disconnect,,
1,2,07/21/2010 10:33:01,LCC0819,PC-8192,Connect,,
1,2,07/21/2010 10:49:33,LCC0819,PC-8192,Disconnect,,
1,2,07/21/2010 12:55:32,LCC0819,PC-8192,Connect,,
1,2,07/21/2010 13:17:10,LCC0819,PC-8192,Disconnect,,
1,2,07/21/2010 14:43:50,LCC0819,PC-8192,Connect,,
1,2,07/21/2010 15:50:47,LCC0819,PC-8192,Disconnect,,
1,2,07/21/2010 16:23:10,LCC0819,PC-8192,Connect,,
1,2,07/21/2010 16:41:38,LCC0819,PC-8192,Disconnect,,
1,2,07/21/2010 18:32:55,LCC0819,PC-8192,Connect,,
1,2,07/21/2010 18:55:58,LCC0819,PC-8192,Disconnect,,
1,2,07/26/2010 08:47:16,LCC0819,PC-8192,Connect,,
1,2,07/26/2010 09:35:41,LCC0819,PC-8192,Disconnect,,
1,2,07/26/2010 10:10:23,LCC0819,PC-8192,Connect,,
1,2,07/26/2010 10:29:23,LCC0819,PC-8192,Disconnect,,
1,2,07/26/2010 10:58:39,LCC0819,PC-8192,Connect,,
1,2,07/26/2010 11:00:09,LCC0819,PC-8192,Disconnect,,
1,2,07/26/2010 11:19:57,LCC0819,PC-8192,Connect,,
1,2,07/26/2010 11:47:04,LCC0819,PC-8192,Disconnect,,
1,2,07/26/2010 16:08:37,LCC0819,PC-8192,Connect,,
1,2,07/26/2010 16:35:27,LCC0819,PC-8192,Disconnect,,
1,2,07/26/2010 17:18:10,LCC0819,PC-8192,Connect,,
1,2,07/26/2010 17:19:43,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 11:33:08,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 11:51:40,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 11:57:03,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 12:42:32,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 12:45:19,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 12:54:25,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 15:46:12,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 16:15:32,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 16:37:56,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 17:06:44,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 17:22:00,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 17:22:17,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 18:54:44,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 19:14:57,LCC0819,PC-8192,Disconnect,,
1,2,07/28/2010 19:22:06,LCC0819,PC-8192,Connect,,
1,2,07/28/2010 19:23:39,LCC0819,PC-8192,Disconnect,,
1,2,07/30/2010 11:46:31,LCC0819,PC-8192,Connect,,
1,2,07/30/2010 12:00:29,LCC0819,PC-8192,Disconnect,,
1,2,07/30/2010 12:02:12,LCC0819,PC-8192,Connect,,
1,2,07/30/2010 13:04:51,LCC0819,PC-8192,Disconnect,,
1,2,07/30/2010 13:19:37,LCC0819,PC-8192,Connect,,
1,2,07/30/2010 13:51:33,LCC0819,PC-8192,Disconnect,,
1,2,07/30/2010 14:18:26,LCC0819,PC-8192,Connect,,
1,2,07/30/2010 15:27:23,LCC0819,PC-8192,Disconnect,,
1,2,07/30/2010 15:57:18,LCC0819,PC-8192,Connect,,
1,2,07/30/2010 16:25:51,LCC0819,PC-8192,Disconnect,,
1,2,07/30/2010 17:23:46,LCC0819,PC-8192,Connect,,
1,2,07/30/2010 17:39:38,LCC0819,PC-8192,Disconnect,,
1,2,08/02/2010 09:11,LCC0819,PC-8192,Connect,,
1,2,08/02/2010 10:25,LCC0819,PC-8192,Disconnect,,
1,2,08/02/2010 11:23,LCC0819,PC-8192,Connect,,
1,2,08/02/2010 12:08,LCC0819,PC-8192,Disconnect,,
1,2,08/02/2010 12:23,LCC0819,PC-8192,Connect,,
1,2,08/02/2010 12:26,LCC0819,PC-8192,Disconnect,,
1,2,08/02/2010 15:31,LCC0819,PC-8192,Connect,,
1,2,08/02/2010 15:44,LCC0819,PC-8192,Disconnect,,
1,2,08/02/2010 15:53,LCC0819,PC-8192,Connect,,
1,2,08/02/2010 16:23,LCC0819,PC-8192,Disconnect,,
1,2,08/02/2010 19:10,LCC0819,PC-8192,Connect,,
1,2,08/02/2010 19:33,LCC0819,PC-8192,Disconnect,,
1,2,08/10/2010 09:42,LCC0819,PC-8192,Connect,,
1,2,08/10/2010 09:51,LCC0819,PC-8192,Disconnect,,
1,2,08/10/2010 10:18,LCC0819,PC-8192,Connect,,
1,2,08/10/2010 10:19,LCC0819,PC-8192,Disconnect,,
1,2,08/10/2010 12:25,LCC0819,PC-8192,Connect,,
1,2,08/10/2010 12:42,LCC0819,PC-8192,Disconnect,,
1,2,08/10/2010 16:30,LCC0819,PC-8192,Connect,,
1,2,08/10/2010 17:00,LCC0819,PC-8192,Disconnect,,
1,2,08/10/2010 18:02,LCC0819,PC-8192,Connect,,
1,2,08/10/2010 18:05,LCC0819,PC-8192,Disconnect,,
1,2,08/10/2010 18:29,LCC0819,PC-8192,Connect,,
1,2,08/10/2010 18:31,LCC0819,PC-8192,Disconnect,,
1,2,02/03/2011 09:01,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 09:44,MDH0580,PC-4579,Disconnect,,
1,2,02/03/2011 09:53,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 09:57,MDH0580,PC-4579,Disconnect,,
1,2,02/03/2011 10:34,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 11:46,MDH0580,PC-4579,Disconnect,,
1,2,02/03/2011 12:10,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 13:07,MDH0580,PC-4579,Disconnect,,
1,2,02/03/2011 14:17,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 14:45,MDH0580,PC-4579,Disconnect,,
1,2,02/03/2011 17:00,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 18:01,MDH0580,PC-4579,Disconnect,,
1,2,02/03/2011 18:05,MDH0580,PC-4579,Connect,,
1,2,02/03/2011 18:36,MDH0580,PC-4579,Disconnect,,
1,2,02/08/2011 08:40,MDH0580,PC-4579,Connect,,
1,2,02/08/2011 08:53,MDH0580,PC-4579,Disconnect,,
1,2,02/08/2011 08:58,MDH0580,PC-4579,Connect,,
1,2,02/08/2011 09:37,MDH0580,PC-4579,Disconnect,,
1,2,02/08/2011 09:37,MDH0580,PC-4579,Connect,,
1,2,02/08/2011 09:40,MDH0580,PC-4579,Disconnect,,
1,2,02/08/2011 10:13,MDH0580,PC-4579,Connect,,
1,2,02/08/2011 10:22,MDH0580,PC-4579,Disconnect,,
1,2,02/08/2011 10:47,MDH0580,PC-4579,Connect,,
1,2,02/08/2011 11:10,MDH0580,PC-4579,Disconnect,,
1,2,02/08/2011 13:37,MDH0580,PC-4579,Connect,,
1,2,02/08/2011 13:47,MDH0580,PC-4579,Disconnect,,
1,2,02/11/2011 09:12,MDH0580,PC-4579,Connect,,
1,2,02/11/2011 09:56,MDH0580,PC-4579,Disconnect,,
1,2,02/11/2011 10:44,MDH0580,PC-4579,Connect,,
1,2,02/11/2011 10:56,MDH0580,PC-4579,Disconnect,,
1,2,02/11/2011 14:25,MDH0580,PC-4579,Connect,,
1,2,02/11/2011 15:03,MDH0580,PC-4579,Disconnect,,
1,2,02/11/2011 15:54,MDH0580,PC-4579,Connect,,
1,2,02/11/2011 16:06,MDH0580,PC-4579,Disconnect,,
1,2,02/11/2011 17:37,MDH0580,PC-4579,Connect,,
1,2,02/11/2011 17:57,MDH0580,PC-4579,Disconnect,,
1,2,02/17/2011 10:59:59,MDH0580,PC-4579,Connect,,
1,2,02/17/2011 11:01:38,MDH0580,PC-4579,Disconnect,,
1,2,02/17/2011 11:02:41,MDH0580,PC-4579,Connect,,
1,2,02/17/2011 11:18:41,MDH0580,PC-4579,Disconnect,,
1,2,02/17/2011 12:40:10,MDH0580,PC-4579,Connect,,
1,2,02/17/2011 13:08:09,MDH0580,PC-4579,Disconnect,,
1,2,02/17/2011 13:30:07,MDH0580,PC-4579,Connect,,
1,2,02/17/2011 13:34:23,MDH0580,PC-4579,Disconnect,,
1,2,02/17/2011 13:37:47,MDH0580,PC-4579,Connect,,
1,2,02/17/2011 13:46:59,MDH0580,PC-4579,Disconnect,,
1,2,02/17/2011 13:56:00,MDH0580,PC-4579,Connect,,
1,2,02/17/2011 14:01:20,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 08:18:07,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 08:21:03,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 09:53:50,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 09:55:07,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 11:34:09,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 11:38:11,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 12:27:30,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 12:38:12,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 12:59:58,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 13:03:17,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 13:22:41,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 13:56:27,MDH0580,PC-4579,Disconnect,,
1,2,02/18/2011 14:25:17,MDH0580,PC-4579,Connect,,
1,2,02/18/2011 14:41:24,MDH0580,PC-4579,Disconnect,,
1,2,02/28/2011 08:48:10,MDH0580,PC-4579,Connect,,
1,2,02/28/2011 08:49:57,MDH0580,PC-4579,Disconnect,,
1,2,02/28/2011 08:52:36,MDH0580,PC-4579,Connect,,
1,2,02/28/2011 09:50:12,MDH0580,PC-4579,Disconnect,,
1,2,02/28/2011 10:03:52,MDH0580,PC-4579,Connect,,
1,2,02/28/2011 10:24:19,MDH0580,PC-4579,Disconnect,,
1,2,02/28/2011 12:03:14,MDH0580,PC-4579,Connect,,
1,2,02/28/2011 12:15:04,MDH0580,PC-4579,Disconnect,,
1,2,02/28/2011 12:33:10,MDH0580,PC-4579,Connect,,
1,2,02/28/2011 12:56:30,MDH0580,PC-4579,Disconnect,,
1,2,02/28/2011 13:20:19,MDH0580,PC-4579,Connect,,
1,2,02/28/2011 13:50:22,MDH0580,PC-4579,Disconnect,,
1,2,03/03/2011 10:49,MDH0580,PC-4579,Connect,,
1,2,03/03/2011 10:52,MDH0580,PC-4579,Disconnect,,
1,2,03/03/2011 10:54,MDH0580,PC-4579,Connect,,
1,2,03/03/2011 10:57,MDH0580,PC-4579,Disconnect,,
1,2,03/03/2011 11:06,MDH0580,PC-4579,Connect,,
1,2,03/03/2011 11:14,MDH0580,PC-4579,Disconnect,,
1,2,03/03/2011 11:15,MDH0580,PC-4579,Connect,,
1,2,03/03/2011 11:15,MDH0580,PC-4579,Disconnect,,
1,2,03/03/2011 11:36,MDH0580,PC-4579,Connect,,
1,2,03/03/2011 11:40,MDH0580,PC-4579,Disconnect,,
1,2,08/16/2010 03:06:22,MOS0047,PC-4256,Connect,,
1,2,08/16/2010 03:09:14,MOS0047,PC-4256,Disconnect,,
1,2,08/16/2010 08:42:06,MOS0047,PC-5820,Connect,,
1,2,08/16/2010 09:36:08,MOS0047,PC-5820,Disconnect,,
1,2,08/16/2010 09:37:16,MOS0047,PC-5820,Connect,,
1,2,08/16/2010 10:14:53,MOS0047,PC-5820,Disconnect,,
1,2,08/16/2010 10:19:36,MOS0047,PC-5820,Connect,,
1,2,08/16/2010 10:35:37,MOS0047,PC-5820,Disconnect,,
1,2,08/16/2010 12:21:16,MOS0047,PC-5820,Connect,,
1,2,08/16/2010 12:45:24,MOS0047,PC-5820,Disconnect,,
1,2,08/16/2010 12:52:12,MOS0047,PC-5820,Connect,,
1,2,08/16/2010 13:48:32,MOS0047,PC-5820,Disconnect,,
1,2,08/16/2010 18:52:49,MOS0047,PC-7343,Connect,,
1,2,08/16/2010 18:54:29,MOS0047,PC-7343,Disconnect,,
1,2,08/16/2010 20:14:24,MOS0047,PC-8632,Connect,,
1,2,08/16/2010 20:15:26,MOS0047,PC-8632,Disconnect,,
1,2,08/16/2010 22:32:01,MOS0047,PC-8396,Connect,,
1,2,08/16/2010 22:33:51,MOS0047,PC-8396,Disconnect,,
1,2,08/16/2010 23:18:57,MOS0047,PC-0427,Connect,,
1,2,08/16/2010 23:19:05,MOS0047,PC-0427,Disconnect,,
1,2,08/19/2010 01:17:20,MOS0047,PC-9840,Connect,,
1,2,08/19/2010 01:20:00,MOS0047,PC-9840,Disconnect,,
1,2,08/19/2010 02:13:45,MOS0047,PC-8758,Connect,,
1,2,08/19/2010 02:14:06,MOS0047,PC-8758,Disconnect,,
1,2,08/19/2010 08:25:14,MOS0047,PC-5820,Connect,,
1,2,08/19/2010 09:12:33,MOS0047,PC-5820,Disconnect,,
1,2,08/19/2010 09:15:05,MOS0047,PC-5820,Connect,,
1,2,08/19/2010 09:35:22,MOS0047,PC-5820,Disconnect,,
1,2,08/19/2010 10:07:00,MOS0047,PC-5820,Connect,,
1,2,08/19/2010 10:29:43,MOS0047,PC-5820,Disconnect,,
1,2,08/19/2010 11:55:29,MOS0047,PC-5820,Connect,,
1,2,08/19/2010 11:58:57,MOS0047,PC-5820,Disconnect,,
1,2,08/19/2010 12:53:40,MOS0047,PC-5820,Connect,,
1,2,08/19/2010 13:50:18,MOS0047,PC-5820,Disconnect,,
1,2,08/19/2010 21:14:44,MOS0047,PC-4895,Connect,,
1,2,08/19/2010 21:15:15,MOS0047,PC-4895,Disconnect,,
1,2,08/19/2010 21:19:27,MOS0047,PC-6960,Connect,,
1,2,08/19/2010 21:25:09,MOS0047,PC-6960,Disconnect,,
1,2,08/19/2010 22:53:03,MOS0047,PC-2057,Connect,,
1,2,08/19/2010 22:54:03,MOS0047,PC-2057,Disconnect,,
1,2,08/23/2010 00:56:38,MOS0047,PC-1246,Connect,,
1,2,08/23/2010 00:59:35,MOS0047,PC-1246,Disconnect,,
1,2,08/23/2010 07:33:15,MOS0047,PC-4579,Connect,,
1,2,08/23/2010 07:33:40,MOS0047,PC-4579,Disconnect,,
1,2,08/23/2010 07:48:35,MOS0047,PC-5820,Connect,,
1,2,08/23/2010 07:51:46,MOS0047,PC-5820,Disconnect,,
1,2,08/23/2010 08:12:46,MOS0047,PC-5820,Connect,,
1,2,08/23/2010 08:16:30,MOS0047,PC-5820,Disconnect,,
1,2,08/23/2010 08:52:11,MOS0047,PC-5820,Connect,,
1,2,08/23/2010 08:52:52,MOS0047,PC-5820,Disconnect,,
1,2,08/23/2010 18:51:10,MOS0047,PC-3629,Connect,,
1,2,08/23/2010 18:56:29,MOS0047,PC-3629,Disconnect,,
1,2,08/23/2010 21:16:09,MOS0047,PC-6621,Connect,,
1,2,08/23/2010 21:16:15,MOS0047,PC-6621,Disconnect,,
1,2,08/24/2010 03:31:23,MOS0047,PC-9245,Connect,,
1,2,08/24/2010 03:32:00,MOS0047,PC-9245,Disconnect,,
1,2,08/24/2010 05:23:51,MOS0047,PC-6477,Connect,,
1,2,08/24/2010 05:23:53,MOS0047,PC-6477,Disconnect,,
1,2,08/24/2010 12:35:05,MOS0047,PC-1485,Connect,,
1,2,08/24/2010 12:35:13,MOS0047,PC-1485,Disconnect,,
1,2,08/24/2010 14:38:25,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 14:39:08,MOS0047,PC-5820,Disconnect,,
1,2,08/24/2010 14:45:40,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 14:46:16,MOS0047,PC-5820,Disconnect,,
1,2,08/24/2010 14:46:24,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 14:47:46,MOS0047,PC-5820,Disconnect,,
1,2,08/24/2010 14:48:18,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 14:49:27,MOS0047,PC-5820,Disconnect,,
1,2,08/24/2010 14:55:45,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 14:59:59,MOS0047,PC-5820,Disconnect,,
1,2,08/24/2010 15:20:19,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 15:20:38,MOS0047,PC-5820,Disconnect,,
1,2,08/24/2010 15:21:06,MOS0047,PC-5820,Connect,,
1,2,08/24/2010 15:23:18,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 07:47:10,MOS0047,PC-5820,Connect,,
1,2,08/25/2010 07:48:36,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 08:20:56,MOS0047,PC-5820,Connect,,
1,2,08/25/2010 08:38:21,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 12:09:30,MOS0047,PC-5820,Connect,,
1,2,08/25/2010 12:15:13,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 12:49:19,MOS0047,PC-5820,Connect,,
1,2,08/25/2010 13:12:13,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 13:55:52,MOS0047,PC-5820,Connect,,
1,2,08/25/2010 14:00:25,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 14:40:52,MOS0047,PC-5820,Connect,,
1,2,08/25/2010 15:08:55,MOS0047,PC-5820,Disconnect,,
1,2,08/25/2010 22:05:48,MOS0047,PC-9901,Connect,,
1,2,08/25/2010 22:06:37,MOS0047,PC-9901,Disconnect,,
1,2,08/27/2010 03:28:12,MOS0047,PC-6755,Connect,,
